Store,Analyst,Industry,Type,Title,Link,Published,Summary,Date_Appended
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,"LongHorn, Sprouts signage denied - paxtonmedia.com",https://news.google.com/rss/articles/CBMi1AFBVV95cUxNaVMxQjV1Vk5GbTRPNFpyVlBsa1VlblRIdFZIU3BDYy1XUVZSSVJrcE1JMmpBdXoweFhCWjJqbFRRZG9va1pQbUdpX3h6SDItZ3dmdldNUi0yU0dlREV5eWEzOEdZVFRkSzJaaE91RkNxRGYzandOcFhsOGxZYk1PQjczaUNqd1l4RWJLdVlHMGFMbURudjRLOFdVUGplcHhRNkd1NnZHOTQ1UlVoeURSZ1FPeW1BcmlYX2I2Tkw2dWlTaVBBZ0t5YUg1SGN5QkFSRm9rcw?oc=5,2026-04-30 16:00:00+00:00,"LongHorn, Sprouts signage denied paxtonmedia.com",2026-05-01
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,Sprouts’ holds steady in Q1 with a focus on affordability - Grocery Dive,https://news.google.com/rss/articles/CBMiogFBVV95cUxQUWR4MElJVUFESUJ2aGMwc0d6NlloTXdlMk5QRGFaZFA4RUpWRWdGazlhODB1STJLSEVUNllUR2dwNGNfTE5JRDdDRzc3cXJZcGVhQ3FtWFJfMzFjTXRVVmFrVElnMzhYZDdrbnZuSkpiVnpwbVpHNlo3ZzdsdnEzSUVkX2hrSGxSdGNGdTBwVHFfLUxiNzNHTG9FRTJUeFhsaFE?oc=5,2026-04-30 15:38:58+00:00,Sprouts’ holds steady in Q1 with a focus on affordability Grocery Dive,2026-05-01
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Region's third Chick-fil-A location set to open in Lansing - Lansing State Journal,https://news.google.com/rss/articles/CBMi3AFBVV95cUxQckp1MmhZWkExVnV2ejgtUFYzU1ByMXdweFBOV1QzU25pRnQzd08yX1Z2bXpNSUotVDR2dDdrN3VNcDA3VDNmdHlwSm56aFBUckM1MV9QVF83SUdhalY1SzBGZGNFNUt3cU1BLU14aWt4ZDg1UklKZTl2NzdvbkJlWFdDNHZIX0NuQzdiUzZ1UlV0TnFxOGFlbmRGT2RuNmtDblBSX0dqUUNEb1RoTFAyMTdneUpTTkNsTEZqdHZQSWdrbmEwRl9hbVlUWWE0ZEQ4bUVoQ2NRSWswekVC?oc=5,2026-04-30 15:36:00+00:00,Region's third Chick-fil-A location set to open in Lansing Lansing State Journal,2026-05-01
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,"Sprouts Farmers Market's Net Sales Grow 4% in Q1, While Comps Fall 1.7% - Progressive Grocer",https://news.google.com/rss/articles/CBMimAFBVV95cUxON3lKV1pVYUUwNTR1ZlhmU01tb3Y5UXY3cXJtbmpiODdUMC1laFktV013LXQtdHQ5dkJuU1ZBYWF2RVJXQUVlRFlMR3ZwNFBESnRBVVJVSl8tVTF3UXlNMkNqaGwtbllIN3FweWRsUGVxVy13QVpmNHhIUnBaZVhYaTdPeUtRSUlhTnpZa3ZzU0g5S0xnOWQ2Rg?oc=5,2026-04-30 15:34:51+00:00,"Sprouts Farmers Market's Net Sales Grow 4% in Q1, While Comps Fall 1.7% Progressive Grocer",2026-05-01
Trader Joe's,Rahul Shinde,Grocery,Closing,UWS Trader Joe's at West 72nd Street to Close for Several Months Due to 'Major Renovations' - West Side Rag,https://news.google.com/rss/articles/CBMiuAFBVV95cUxPZ0NhUUdfZEFsUm9CZjFhNDBLaDlqMHN0UHA3c3ZVNzBPcUxtZnBGWVlCU0d6MUdlUjdGUHBMX2RBWUhrNTY0M05BdjJGNy0wR2w4NUNzVVZIRUZLZDBsczc2ZzlhVEl6aXVOMkVnZzFnWEg1X0lLc3kzUWZTOVdqNllGalJ5b2pmT21DWEpjaG1SWkRabTlPQmlvaXZoQm9rVUtLVkdsOEZXbWxjX0JQbzc2N2dDcEww?oc=5,2026-04-30 14:21:22+00:00,UWS Trader Joe's at West 72nd Street to Close for Several Months Due to 'Major Renovations' West Side Rag,2026-05-01
Kohl's,Bhavesh Phulwani,Mass Merchandisers,Closing,Is Kohl's closing more stores in 2026? CEO gives update - MSN,https://news.google.com/rss/articles/CBMi3wJBVV95cUxQMWJNTHhpSnZ6Qlg2TDY2bDE0UG5FQ1J2N2FaZnk5SnJrTDFfaFVKUmJ1UlpXMGFkUkxsR1hjQ0hUdmxJdzIxeGt2UnFVU0NmRmlRaE92cktaTjZ6M0dvajlhNHJHZlY4OXRaYm8zTVU0TGhFR3hMMHBQMHdMTUp0Mk8yUGg1c1pPeHE0T1ZQZExaSFJ5cS1rYTVLdjhFdl8wREg4WmpJbFB5REExSXFQSnBXajZUdmlMdDZ3VlJsWlpNelpobGtheUVxWmhFemtBTDFlbUl4bkxtNEZkUkNld3dMVWNaM19Qc3g2cmRSR1NDdFRWX3c2VDMzWnVLTnpfNDdseE9BQ2RoUWsxdDgwWVJITFNvMXR1UU5MMFhZMlNwRWgzMFYzcVBwUk1VWVhvV3pPQ09oSTA5SW9xakhlMDJVQVpncjdNakM2Z1Z6WDhTTGZFWXRYbno1eGZ0b1k?oc=5,2026-04-30 11:14:15+00:00,Is Kohl's closing more stores in 2026? CEO gives update MSN,2026-05-01
Saks Fifth Avenue,Harsimranjeet Singh Ghelani,Department Stores,Closing,Inside Saks Fifth Avenue’s final days on City Avenue - MSN,https://news.google.com/rss/articles/CBMiwgFBVV95cUxOZlJuZ2NZM3l6RTc1dzJKUDg2eEJTaUtwMm4yV0ZGb3BMR08wc3hQa3JidmdISmtaZnJYNlJkMEtWdXI2V0YtX0dpQzhiRmdEWVZPenFCMmxzTUlqOGsxRmYwekZ3WGhLLXRDTm1HUnFfczUxZW05SWFJcGZHeEJscV82U2tGSTh3RkRmWVFJR3QxVVRvRmkxcDBCd2tZVEdhTWtpVTE1TWF5OHVtdGZXb281NXlZUlo2ZENWU1Nqd256UQ?oc=5,2026-04-30 09:48:15+00:00,Inside Saks Fifth Avenue’s final days on City Avenue MSN,2026-05-01
Staples,Dhiraj Manghani,Mass Merchandisers,Closing,Closing Bell: Eight days of red for ASX; supermarket staples smacked - Stockhead,https://news.google.com/rss/articles/CBMingFBVV95cUxPYngzMXRncndhNjVCcDI4YVJ5cFp4Wkg1a3k2Y3o1OVZaUUxjR0U4cjh5ZkJ4YVNIMmdETWM3bWt4dTIxNUt0WjdqYnRwcHRaUjJJcE9SUnhLNld5MTNpQ3h3WElyZTVOUGZ2d3FFS3M0MUV1YVViR1RkS0VEbFBZSlg2X0lJTVlYZng0ZzB0S3NkeGRwWDhuUzhfc0tfdw?oc=5,2026-04-30 07:25:14+00:00,Closing Bell: Eight days of red for ASX; supermarket staples smacked Stockhead,2026-05-01
Grocery Outlet,Rahul Shinde,Grocery,Closing,Grocery Outlet is closing these San Diego County locations - MSN,https://news.google.com/rss/articles/CBMi5gJBVV95cUxPbWhXZ1QxMFN1WC02ZTk1VUFGbTkwT2E0VjJjUjVKZWxTV1FFcTNYbVpxY1VQcUxNeW9ZdUpKa19Kd1NYUFhnRHRJYnlyeUJSUFJ3MThFZlM5VUZQMkUzY1lBcGV3TUdTdTVJOFJaQW05MU9pWkwxelhUc0ZzUUdhQjdFZDBIbEhCdG9MdWlrSU5XdzdMc2M3cHVhMk9ZQWdFSmNLeG5lV1IxQURya0dxbk9kbjFqV1E1YnpCdGdRVjJyV3pia1BITGtrQlVFTk1RVlNhX2czV2hmNzk2MWhJVzlocVpUeXY5ejR2a2lpQUV4TG0zOURicVVhcE9hQXgwMmFUTzBQWTBLTzFCaDdhRG9vcHVqT1NwQ2ZHN0RVRVRvMWMtdUVaV1pqcnZoZWtOM0hsMUpKaDJaQjJIWU4weXhTSHMwTFVBMVJTeVpsbFZSNzlyQmpFMDFGWFViVUMzUEtWQ3FB?oc=5,2026-04-30 07:06:35+00:00,Grocery Outlet is closing these San Diego County locations MSN,2026-05-01
BP,Komal Agrawal,Convenience Stores / Distributors,Closing,Repeated BP Highway closures make Pushpalal only viable option - MSN,https://news.google.com/rss/articles/CBMixwJBVV95cUxOSy1xY0VaZTQ2QkFZaVhIcWxhVjdHa0lZQ1lTckZoSUZMYjFTYW5oR09acFRndGpVSEx1VWppWk9jSVAwLXAzSm9OakdXWFl5bzBMdTVVcDBQUmZjdUhxMndTd3VvWnd6ZGgyUHRfVW5xcDNhOHJnNXlWRmpkRHVfQkJGMTNoM1MwM2ZlWDRkeW5EdWhtc2FvSHh1Z1lYVXJhRWdjUExIV0FIdWJCa0FYVW5jLWZWSmpOSHhld3dpLWU2b284UkpfTE04d1FRTF9hdll4OXE5OTYzVUJvOS12c0diY1ZqYlU5QUIwUzhuTXZHR2NNWHRDci1wX255cGc1RVJmQXc1RHNFOTc2TFhQckphNFVVYnRxQ0J6VTYtQVZ1MkxMWlA3aVg5VWVUaTFjSGJob1hZV1Q3alQ5Yk1tWEZwMVgtZkk?oc=5,2026-04-30 05:23:32+00:00,Repeated BP Highway closures make Pushpalal only viable option MSN,2026-05-01
Saks Fifth Avenue,Harsimranjeet Singh Ghelani,Department Stores,Closing,Saks Fifth Avenue in Bala Cynwyd is closing - MSN,https://news.google.com/rss/articles/CBMikwNBVV95cUxQYXAzdTZDSHJIRHhJQ0p1QUZZSEhSNmdwYnJCQ0NFaU1zWTJuamxvMEhBS21EdTAwNG9CbjQzZ3ZqclQ3eW83RDJMcmpDTHBKUXJRSXRQeXdYRjU1aGV6UzcyQ2RHdk9qZFUxY1Y4RE85NTFfOEQzVVFHS0FtazhhNzNWQ2ltcUpqb3JlaUtYNFcwLU5VRWhqbXdJRkYyMzdzWnlZdHZPWWtBTUZiOGJndWpKdFY0VkpNdWZlZG50Y3ZoY0FFREFXbEgycWdvRmlORzQzVjJkazJfR3JrNVRNMzlhaWlCampKLUZWOFlnZzYtTzF0V0xCaU1vTTVONl9LZXAxVFRiWkdHVGtiT1FwUXhsWHY5M2MwRWk4akJYYktLbHY5cjV0TktKOEE4akJzYlJKX3N3REo3Qnpwb1FVbmJlZXZrdmVLQTJxbm1uTkc3ZXRMTHRXbTREcXdTM0dhTE1Db2o1MWRVcGF3bU9JNjVZYUNlUTFWeV9WOGNhbG1rMnNaR0l1VzlUOUc5Tl9VY2dr?oc=5,2026-04-30 04:52:28+00:00,Saks Fifth Avenue in Bala Cynwyd is closing MSN,2026-05-01
Walmart,Rahul Vasaya,Mass Merchandisers,Opening,Walmart Breaks Its No-Frills Mold With In-Store Beauty Experts and Personalized Advice - U.S. News & World Report,https://news.google.com/rss/articles/CBMi0wFBVV95cUxPcFBRU1BsRVhNbmRIOExBVFM1OFk2WUpoNkQ1MkF1Sk5jY3U4TnlOOS0tVWZSeVRRN2dMM1BqUkZzZjJwRGtkTmxzUFMwWDIwOGVTMThyUER0TkVsb1Y4U28wV3ZqcVpEejVKVFZuT0tPR0VBMno3NTYwWE9NV0VGdG5FYVkxQ3RMTWRKZEdyS2lDVndfZEVfSDhlYU5WMkwzbHZmTlVGeEhKWnQ1eFNiV2xlSlRIMlpla0hUbnpZSkpNeDhfS2ZnN2JyRmJvYUh4aERv?oc=5,2026-04-30 04:48:47+00:00,Walmart Breaks Its No-Frills Mold With In-Store Beauty Experts and Personalized Advice U.S. News & World Report,2026-05-01
Neiman Marcus,Harsimranjeet Singh Ghelani,Department Stores,Closing,"Major round of store closings set for Saks Fifth Avenue, Neiman Marcus - MSN",https://news.google.com/rss/articles/CBMi9AJBVV95cUxNbnR1dHJyLVAyNTgwRW8yWGdkYldRRnVBRmFLMmVCT294ek5XenM4NkxoZVhXWXlaSnlzN2VSeWktQ3l4Zk1kRi1ia29KMVR0QnJqNjlYU1ZKaDVZUjdCWkNvN2lUQlI1bkVMTVk2SllqX1ZhUXgtTW4xSmhqaUJ1SXpBdDJOQW1oeVhYUzk0eDAxMEEzeGl0MWRSVGNJNEVmNktyQ2l0TWdiNmZPcXItZF9pOFYyNHR1RFRyaURDRldoZ2Q1bjlKdHRhSWFMUWFpdEdDSkN3Q29NZFhJS1RaNFliZHBNWW5hT0JSTXBGTFlNQzVtQ1dPUlBURm8zRkd6S2FCTHpjeHozSThCTk85SGlzdlA2d29Ud2RnYno0XzBZaEMzRXltT1pwUzhjdEdLaHhpMmlJVWtzRE5fU2I1cXhMTnJOSU02el9DM196ejNlV1A5SXVSUmxQbDUtQlZUczFwV01Ob0lsckowNE1DUzY0c3I?oc=5,2026-04-30 04:07:47+00:00,"Major round of store closings set for Saks Fifth Avenue, Neiman Marcus MSN",2026-05-01
Dick's Sporting Goods,Ashwin Nair,Mass Merchandisers,Closing,Everything you need to know: 2026 Pittsburgh Marathon guide for runners and spectators - WTAE,https://news.google.com/rss/articles/CBMid0FVX3lxTFBPVEJrX0lfQ1pUdEdtSFlqSENMV0RXdE0tNmdYM1Q1WW1sZHVoeDRGNU81T3ZSOG9zZzQteHpXbUhQNDkwTmUzSWRVQUpTNjhsN19sRDdJcWtOV3NqQXJhb3VXN0p3LUZpWUxjcDBqMzdzM1BzUUxR?oc=5,2026-04-30 01:42:00+00:00,Everything you need to know: 2026 Pittsburgh Marathon guide for runners and spectators WTAE,2026-05-01
Grocery Outlet,Rahul Shinde,Grocery,Opening,Grocery Outlet to open stores in these Bay Area cities amid plans to close 36 other locations - MSN,https://news.google.com/rss/articles/CBMilANBVV95cUxOTFFJRGlLeF9wN1N4TXlIRHQyS3V0RlgySUdwTGdacER4RzBjRWNEaW1Ic3FlU2Z5RVdheXdab2JfMFBxYVZJNHdESzVkMVpOLU16bEE5T0N1dFRjaDhHSThLc0xWVEFJaGJreUk1bnk3Q0VnMGs3LTFyYVhGMTBZT1J3QnhNNHpDQVFZcVdPWUwwRlJRS3pTU2FXSTBHZmU2QlZBbFUzNDBldkVoYm5HLUFTZlNTRXVrNE43UlVNbTJBekhhZHBjTENWNkpqc0dDODZmamE5Z1hHOHFoOGR0SmROMEZ0RmYzRUpBUlBqcnN5aVY5NnJuMzYtbGxqMTRwck9CeEpjU1NhTHNicTB3YW5Odnh6NDNoV0c4Rkd3THRnLTVON1Z2MTlRalpocnhMLWxoTC1LRmNWcDhmU2w0c25iZFpubDhCRWNKaWIzR3VwNS1ZV2ZLYndzMFZoQTVGSlFUM3FrakNGYTI2R1pXTy1LeTJTcWtSYWh4WTNsZHIyUU1vd0p3QjJBZnlkc0hKcDRkRQ?oc=5,2026-04-30 01:38:10+00:00,Grocery Outlet to open stores in these Bay Area cities amid plans to close 36 other locations MSN,2026-05-01
Amazon Fresh,Kabeer Pandya,Grocery,Closing,Amazon Layoffs Hit Thousands Across Multiple States as Fresh Stores Close - TechRepublic,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNS0pmbkppc1hJeDgzN0tWV3I3RWNSSWlQRF9XU3J4SW5YOWs5cVh4UkFDSHRjQ3FqR2o1ek5kWmlLbld2NUxnWXpCS1JuU2k3V0M2czg3UW55YzNTREw5YzlPQ2huaWI3ZmNnLXFFcTNQXzc5eFM5Yk5wWWFaQlpKbER4MDA3S01Z?oc=5,2026-04-30 00:56:06+00:00,Amazon Layoffs Hit Thousands Across Multiple States as Fresh Stores Close TechRepublic,2026-05-01
Harveys Supermarket,Komal Agrawal,Grocery,Opening,Second Winn-Dixie grand opening set for Saturday - Lake City Reporter,https://news.google.com/rss/articles/CBMiiwFBVV95cUxQQTNKS3BZOW1YbUhGZEFjME9RYzRMWGRqSm12dXd6NHBjRVUwT0VfNnBiMkQwWUlZOHNYU2lpUFZZYWhoelZwYVFMOFhXSXlxYXBiX1JFcHlkckpJc2t0UlhkOTRwRlZzOWVjd3dtbjRJbmdDX1BYdXVUcHYyUDl3TmZTNDhyWGFiYjBn?oc=5,2026-04-29 23:11:50+00:00,Second Winn-Dixie grand opening set for Saturday Lake City Reporter,2026-05-01
Meijer,Bhavesh Phulwani,Mass Merchandisers,Opening,Take a tour: Meijer opening soon on former Geauga Lake site - AOL.com,https://news.google.com/rss/articles/CBMie0FVX3lxTE5iS09IbldVb3R2d2cxS1dnNng4c3ZoSmg1NWZIWnNwYXZBb1JZM1NnVENvLTFqaDc3OUVDN1J0VTQ5SXgtQzVNRHZkWVZOMkdSNjNTU2FIeHprTHNMbV9UcWUtYUR1YWtsaldUY2xVMFZBOVlrSkp4ZjN0TQ?oc=5,2026-04-29 21:26:37+00:00,Take a tour: Meijer opening soon on former Geauga Lake site AOL.com,2026-05-01
FIELDS,Harsimranjeet Singh Ghelani,Department Stores,Opening,Nevada State University breaks ground on new North Las Vegas campus opening in 2027 - FOX5 Vegas,https://news.google.com/rss/articles/CBMitgFBVV95cUxPX3A4S2hqMHE3bFB6dk1XbGJZLUM1WDNwN0RVYUktd1VHZzlXWjRGZER5SFRWYjdVTWw5VlFrNk9uVzRVbGNaRVd2b2E3Z0dtLUxCWTI5all4X3hNQ19vU2ZyLWlPUGJHZFd0UXZCemM4ckpoek05OG95NGN1NTM1TF9wMHgyaXNkZkVtZk5mQVl2eDRXVnR5VlU2M1pmOVRsQVhHV3NCYnNqeW43cjJxUHVXb1ZmQQ?oc=5,2026-04-29 21:24:00+00:00,Nevada State University breaks ground on new North Las Vegas campus opening in 2027 FOX5 Vegas,2026-05-01
At Home,Rahul Shinde,Housewares & Home Furnishings,Closing,Rural nursing home crisis deepens as closures and citations mount - McKnight's Long-Term Care News,https://news.google.com/rss/articles/CBMic0FVX3lxTE9ZVnpnNktTTGNZZGl6ZGtkQV9NUnVnek1VZUVZTG1SWFlsd3BpMlhGRHpiSGhfUU9JYjNFVFp5N2c0MDJ1UE5wNjlkZmJNYmJidGJhYm9SdXVJcktVNGE3SlU0dW9XYXotT3A3ckV5Vk5CSGs?oc=5,2026-04-29 21:01:04+00:00,Rural nursing home crisis deepens as closures and citations mount McKnight's Long-Term Care News,2026-05-01
Meijer,Bhavesh Phulwani,Mass Merchandisers,Opening,Meijer to open May 6 at Geauga Lake (and everything else happening at the old amusement park!) - News 5 Cleveland WEWS,https://news.google.com/rss/articles/CBMi4gFBVV95cUxPUE5Kc3NEVjhfdUM0dVVtZkdPa2I0LXA4MG9janNWdndNYmxlcGVEV1Yzc3Fpa0dlc24xNXJhcmttY2VRQjhQVFowYkNpT2RReFhVR3gxZ291YlFVNlRuZ0JqZExTdzFuSkR5UThpX3EzNi1IWERZelBVaVNsRXp0RlloQkI4R1RqaVBYLU9vUTBZNXU4djduUGdtaDVXa0x3dW1XYTR4WFI2bmtCVUNWN0tMNmp5TzBIUThuekNReWFCdG1VYXVBWHVvQU1pLUpub2NUeGRtdHdNaW4tdTJmam9B?oc=5,2026-04-29 20:33:18+00:00,Meijer to open May 6 at Geauga Lake (and everything else happening at the old amusement park!) News 5 Cleveland WEWS,2026-04-30
Sam's Club,Dhiraj Manghani,Mass Merchandisers,Opening,"Sam’s Club hikes membership prices, here’s what changes - USA Today",https://news.google.com/rss/articles/CBMinAFBVV95cUxPZnNlLVFfNEhEN2stTllxWlNWUU1HT2RxNlhjNTRBaFlnQTN2VHNKQ3VzMGh5UnF3TW8wMDctbWIxRnJZTkJvTFg2WVkyWEVXenB3aGJ4c0R4dm5ucmlCcGdqT3d1UmUzMU5zZ0F5WlV4ckhqNjV2SDJMWFZkWGVUVk10M2RBM1B2cXNKOGROQXFQLUVlSUxhbGpzT3Q?oc=5,2026-04-29 20:30:00+00:00,"Sam’s Club hikes membership prices, here’s what changes USA Today",2026-04-30
Meijer,Bhavesh Phulwani,Mass Merchandisers,Opening,Take a tour: Meijer opening soon on former Geauga Lake site - FOX 8 News,https://news.google.com/rss/articles/CBMiiAFBVV95cUxNU2UyQ0xXV2l5aHpIbXNYOFcwbzlhWGZTZUN2N2Nia0VVQVNhNjNTUHJycUtVRzVXMk9jN01LUS1vYThaRW81VlRSU05rTVFQMHdfRnR6SThuNjNFUjEtUV9zc1IwRTUzMmlDWUVVYTl3Y2tiRl94bDFCZGx5Vkh1ZkhSNGc4RjEz0gGOAUFVX3lxTE11ZGI0QVIwenBxRkdPS19TZmN3NGxJVWpVN3JCZWpRRTY0cWJmSjRjbHh1MkpfQ3F2T0gwa2hSejBMeXMzWnNNLXhoaHNKd0dqMkFtaHJFbGxJbkVDc2x6N3c0cFZEcXFOQzEyTy1vUEtzMnBxUzFYbEowZERKQVNjcm90Smd3aDVYaXNEU2c?oc=5,2026-04-29 19:05:59+00:00,Take a tour: Meijer opening soon on former Geauga Lake site FOX 8 News,2026-05-01
Dogtopia,Suryakant Rajput,Pet Care,Closing,Doggy Day Care Staff See A Pup Waiting Outside All Alone — Then Realize Why - MSN,https://news.google.com/rss/articles/CBMi-AJBVV95cUxQV2J3UnlkM1hzaWxMSnhCM3BzMjkzUHFjS0drUWpZZDE4RE8xYkJCMEExYk1IRnJ4UGRIbmV5cnd5aEIyMnRtVHQ2VUFDSFA3dlhLd1BMY1RMNXV5MnBvZzZ0WUsxM29id1VNM0lYdVlneVVXNEM3eDlSaTEwd3QwSWF5ZVVJX0hZb0tZa2tsYUhXZGlTOTFBc2JNcFdZRnNyRWFZeDdBXy0wQ3htSXR3ZHIyNlJMT1MwdjVITmVwVWVnWVdNeWc3UUhhQ2RISkJ6MmJob0ptb3hPQ1o2eGJiSWEwSURGZnJvZFBHcDk2ZDVwMUxkZE1RVUdDelNZN2ZSMU1ZbVVtMGVldWJJSkdlZ0ZjS1hLdWdvN29XRVh4N1VuSFhZQ09NY250NlFYVkVpLWFCb0tkWVZJWW40ZGVQVEc0YzJUOU85U2FEeHZ4Z1FocWJ3a2wtR1ZoQS1YcC1tSzJaeDNzTnFlX2xEdGFGN0x5d1lxc1p3?oc=5,2026-04-29 19:01:40+00:00,Doggy Day Care Staff See A Pup Waiting Outside All Alone — Then Realize Why MSN,2026-05-01
Sam's Club,Dhiraj Manghani,Mass Merchandisers,Opening,Good news. Sam's Club's 'on track' to open Lebanon store this summer - AOL.com,https://news.google.com/rss/articles/CBMiekFVX3lxTE0xb0RfMTdyb1R1SkhJZG9UNXVVbzI4OHBsZC1rUXQwYVZOamlSc2hEeW56ZEw4YU8zLW81OWZnektkQVI1T2hjYnBWcEZCVGFWSHVlY2NQRUVrOTBCZFFWTGd6SHpNbVFOcWhFZmZpdHkyRDRoVDNicTBR?oc=5,2026-04-29 18:58:55+00:00,Good news. Sam's Club's 'on track' to open Lebanon store this summer AOL.com,2026-04-30
Sam's Club,Dhiraj Manghani,Mass Merchandisers,Opening,Good news. Sam's Club's 'on track' to open Lebanon store this summer - The Tennessean,https://news.google.com/rss/articles/CBMi4AFBVV95cUxOQS1ic01faHZrbkNNajB1OURBRW5zTlhVRzNoVVN2Y01KUU1GY3p6c015UDREMzhiaW1PSXBzTHJhRDlVeTRWbkZwUmMySi1kZ1Y2a3JCRWg3dGE2dFV4YnVRQ2sxOVB2TllaVjhsVTNZWEV2SjhRd0huOXBBSFB4U1ZNZ1NSOHVhZE8wOVhsUXd1SDNhLTF0a3BYZGR0TUszSzVJRE9IQUhrY2dnU1BkeTBBWVVHZ01va2FMTEV6aUpUNk9fTHV6NnVteHllN1ZIWGxtUnFMcWlUOEVYM25tUA?oc=5,2026-04-29 18:58:00+00:00,Good news. Sam's Club's 'on track' to open Lebanon store this summer The Tennessean,2026-04-30
Sprouts Farmers Market,Rahul Vasaya,Grocery,Opening,"Popular grocery store taking over giant, long-vacant Dominick's site in north suburbs - NBC 5 Chicago",https://news.google.com/rss/articles/CBMiywFBVV95cUxPSkFnUUxuVUVDLXZMQVFtajBwa1M1S1ZFQ3ZYV3JlVjhaTGZxZUl3VGYtcXFuTHNyVHZVcXdKYnVBWkhCckRueGc3YzBsbHBkaUFUZXA3dHhHeVhsQUU1VG1rbnFLTGV0a0xvRFoxSmw0ZGhnczhuVEhVWnVuUEhVUFBWOWVQSGpVbjdWVHA1U2JkbTZsRlVEaFp5NDhwb0JZTGk5Q1Y3cDgwb3RqdVB4dU9KYWZUQ0VKWUlHRi1pam1XWWlxWHFibVVyZ9IB0wFBVV95cUxPOEljRUZyTTdQSmotc3MyU0xMV1htd2E0elFTY000cU9LT0lEUW56eVZyU3F5Wm9DVnpqakwxV0dpUXNiWHVYMnhpeTBzSWxlMGMxSkZBekR3RFpoeG9fNmQ4Mms3ejI3UVM0STJZNWxPMVF2T19Ha1RxOFJZektfbTVkWUcxclJ3QkRHLXJGaVhKRHlqd1JFYzhJN3Jyc3A3X0piTGVuN0trY0s1T2hqZUZIU3RuZUE5Zzk2QU1nVVQwNWNtMmprUm1Db0VvcTlnYTNj?oc=5,2026-04-29 17:46:50+00:00,"Popular grocery store taking over giant, long-vacant Dominick's site in north suburbs NBC 5 Chicago",2026-05-01
Barnes and Noble,Ashwin Nair,Mass Merchandisers,Opening,Barnes & Noble returns to downtown Seattle with May grand opening - MSN,https://news.google.com/rss/articles/CBMizwJBVV95cUxQQWZSeU5FMm1kNG1pTDgwTzNyQ0k4UWczNXB1VldKdG9xWi0zSGVuRlRlc192YmItWHVlbkVTeWtDbjZnaGNPOExiTFJwNkJkdUMzSHBrbVk5WFpFVmc2SWZEU21YQ0RLYm10QnBoMGlwV0xEQW9fbmNrcmRSV1o4RVhMLVpEaW8zS2Q2RmpvSDVmRlk5ekNBbFRkNi1ab2hqZ0Y4Y3N5NWZWSzYzaXdGWkwxbUctQUhhLXV1d29lUVVtYnUtak9IWmsyRXY2UFdkRWxoUWJNZGNlakNTaVpDdHRjRjFhdVZ3cEdkS3VTb3VKZGVwT1BJQVp2cE0xVVFkZGZOem1sT0JhWEdSRlhsYlhYLXlnZUIwMjg5b2JtY2ZHcjNWVEZIRDRtU0xFOHpFMUxKS2dDT0lFblRRNXZhWC1FWFp4TnBHNWFjbVpmTQ?oc=5,2026-04-29 17:39:01+00:00,Barnes & Noble returns to downtown Seattle with May grand opening MSN,2026-04-30
Chick-fil-a,Rahul Vasaya,Restaurants,Opening,Chick-fil-A breaks ground on second standalone restaurant in south Fargo - Valley News Live,https://news.google.com/rss/articles/CBMirgFBVV95cUxOM0FmVHd1YXdBZXNvZ3ZkeEs3ZUk4dzhkUUZzeHNkdXRRSHN4bU1OTTVYMG41SjE5VmZienJoX21BbGZ5cEo5Mzh3Skp1R0tkTXR2N3VQZ250azBaQ192d1ZPRE14SGZpR2lSY29xcFlzcGVsQUZYQjBNN3pnay1yM1AycU5GLTRvVFB0d2lCT05SWnhqNlkxR0FJX0lsQmVjRkdqd1RuLUNjZWIwWVHSAcIBQVVfeXFMTVNPT2U1bHhpSkVELVhYcEhac0xqV05yY0NDbUtkb1F3aGdKd1QyVkdQbW9LSVhKWG8xZkM3cVJLQkstX3RrZlZpTVFxd0dkSzF0MWpzUkRfRXEzcjZja0NiYWhsTVRiV0d3c0lQN0YySGdrZEdTTkpjak9kRm5hZnB2VndhVlVkam1hSUluZUw0RDJ1bDFtek9QX09VMmxoZWhEejdhQU1NaW9MdmJUR3VFREFUNUU1UGI1Sm00Q0hsTnc?oc=5,2026-04-29 16:54:00+00:00,Chick-fil-A breaks ground on second standalone restaurant in south Fargo Valley News Live,2026-04-30
